channel,time_on_page,device_tier,loan_amount_requested,hour_of_day,monthly_income,existing_emi,rent,total_obligations,dti_ratio,avg_monthly_balance,bounce_count_6m,income_stability_score,converted,defaulted
app,179.6230692723924,mid,214546.80683401722,15,95911.08936226614,29445.139738571663,10857.370035425012,40302.50977399667,0.42020698588637556,86108.16046569099,2,0.7241007103975187,1,0
whatsapp,14.012329903542451,mid,31395.727408858365,18,44006.44544855234,8703.145741113463,11338.815037420934,20041.960778534398,0.4554323934653011,81225.39331939447,2,0.30135221453332056,1,1
app,152.6958653982288,mid,61989.96330746372,15,32760.834128685317,8472.388374476845,13214.347951126796,21686.73632560364,0.6619714333407274,12082.342133351345,0,0.8824962506946008,1,1
app,75.66787175975466,mid,89692.42393332106,9,28980.92918569201,6616.5391858367775,10249.872604902168,16866.411790738945,0.5819831269960093,56733.118499302676,0,0.6754204341207396,1,0
whatsapp,112.15983937632836,mid,101668.82370033392,14,35680.19101102714,17135.23882204006,16617.38730334367,33752.62612538373,0.9459766096810499,21680.94046601498,2,0.9267700712169993,1,1
whatsapp,165.0815731655988,mid,43092.727863227614,3,25246.4591903464,3547.442152730858,2937.3155852344617,6484.757737965319,0.25685810786666374,33132.69000996317,1,0.9219975585902168,1,0
sms,84.17998731316976,mid,161761.23350993427,3,30820.656988759863,11691.656108981255,17805.061661517073,29496.717770498326,0.957043770392553,24308.50062516026,0,0.5431655628545852,0,0
sms,211.37688473135637,high,197136.71185935978,12,13331.98219931,5659.041123381616,1318.3033630332852,6977.3444864149005,0.5233538705726756,26249.834654583403,0,0.7629511037651422,1,0
app,163.28580838104304,high,129459.76283451714,11,22915.422929427874,5822.72182759526,7522.440750444644,13345.162578039904,0.5823659733070915,26219.777961775628,1,0.8228325908273328,1,0
whatsapp,109.70186937204633,mid,124084.5983882243,14,20309.587643846065,7553.332449198215,2949.2826884251094,10502.615137623325,0.5171259664056096,9528.335292410316,0,0.7691647076885173,1,0
whatsapp,146.19279112404823,mid,67665.44200056783,22,47121.856466527744,10969.924294848286,12569.155632087999,23539.079926936283,0.4995363445338129,81246.10025349056,3,0.9870861160682485,1,0
app,70.2938556020702,low,86756.3491417586,12,36928.4283784967,3073.5403622475997,3360.5602370112456,6434.100599258845,0.17423163892361584,34077.31892078011,0,0.7075864316185928,0,0
sms,32.73232280252922,mid,120405.36203373726,5,56010.986098511436,20395.31785780952,16395.75968795726,36791.07754576678,0.6568546656375426,97098.32064937764,0,0.5769805169001008,0,0
whatsapp,294.98120031695686,high,128174.19041018675,13,29423.85059897086,12092.549316318225,4466.912113031458,16559.461429349685,0.5627904265503875,29374.79891370996,0,0.5649228105433584,1,0
web,73.94607264696913,high,106107.6670356978,2,38428.166756848965,14446.14810899406,9709.33177371041,24155.479882704472,0.628587880227185,72222.03671469443,0,0.8418707115244486,1,0
whatsapp,87.15626659049224,high,187020.72278468584,7,13138.51011042456,3561.6447146854557,656.107862571225,4217.7525772566805,0.3210221358287928,3940.051966975552,0,0.5352773177155965,1,0
sms,21.37049241029654,mid,144093.0857218243,11,57265.9639096928,35606.60769400631,13423.084288629883,49029.69198263619,0.8561750931138602,112821.22374949112,2,0.8346199570663174,0,1
app,171.92722400183527,mid,198776.0622478224,13,68412.19832933474,3282.045475840286,4983.27719927185,8265.322675112136,0.1208165046140319,70816.93070943325,0,0.6327142865370083,1,1
web,85.46130861447901,mid,113589.36537088605,4,50284.688901695015,16069.125741706044,12671.019728564019,28740.145470270065,0.571548638323211,43468.413150995104,0,0.5704287150471922,1,0
whatsapp,102.60166587848525,mid,113149.8734050812,1,23382.262177442215,4700.603202286053,4758.060919715552,9458.664122001604,0.4045230547079721,6433.050503694369,1,0.5655467404258188,1,0
app,112.54143384607315,low,177109.62529796342,9,47903.8248995882,15521.031213326414,6747.116445996421,22268.147659322836,0.4648511409266249,29235.011113364253,0,0.8315053362120401,0,0
whatsapp,39.03710054328621,low,55290.235700549354,2,39645.95259727387,6282.240341378269,8374.248748696346,14656.489090074614,0.36968437204564536,30235.279424533725,1,0.7262974623292205,0,0
whatsapp,168.8418392643379,mid,424106.1241677894,22,13627.678448339992,2984.785902134744,868.6693480055644,3853.4552501403086,0.28276681642790774,20587.20489670638,0,0.6221923766902071,1,0
sms,92.21476313568053,low,67495.92525701754,9,67548.07151127115,24723.047173785337,45845.1715839681,70568.21875775344,1.0447110802560564,98302.56295124604,1,0.7256852048181378,0,1
sms,10.38547475228306,mid,62796.50928585618,8,21296.272071735773,11344.589586172202,3371.0116053612605,14715.601191533462,0.6909942332613171,38202.64880772359,1,0.6398107741742383,0,1
web,146.5877564620174,low,192334.93880687002,16,48414.211110901335,13360.44888870392,15880.869219937325,29241.318108641244,0.6039821250347097,91574.52471464596,0,0.5335064461415305,1,0
app,65.39747554231029,low,149731.37893914504,5,36835.08757509613,11942.124884816094,6392.051501030951,18334.176385847044,0.497736739419146,55553.812925594895,0,0.5997652591332953,1,0
web,42.597029930228494,low,163101.92770905115,8,71240.11673664731,26710.737416907283,14453.38938751567,41164.12680442295,0.5778222817432207,102783.54790926898,0,0.3963815996209914,0,0
whatsapp,15.650099245079161,mid,115309.85257558676,22,23580.150891147976,5283.583538553158,1248.391085818727,6531.9746243718855,0.2770115702195951,42894.38080227954,1,0.6276282136805693,1,0
whatsapp,52.632967815191414,low,57249.56819943678,2,28203.274730315963,5663.930676232312,9115.98701396997,14779.917690202283,0.5240497010198327,12288.217215202507,0,0.8085907885834684,1,0
whatsapp,48.09453489403133,mid,262773.65927301545,6,51256.55184647202,1355.050966863121,19499.91517522341,20854.96614208653,0.4068741534653579,17390.86568781649,0,0.7597078560995427,1,0
app,157.4673936208674,high,187691.2033350864,11,26937.40178931611,9410.587246930445,5079.112367152068,14489.699614082514,0.5379026428536031,39701.857112267615,1,0.7232184858635964,1,1
app,45.06754069204316,mid,73393.44703991183,17,73982.78149601938,43131.38935882057,8167.062181481832,51298.4515403024,0.6933836563452604,56039.387605689524,0,0.684310130393423,1,1
whatsapp,19.13767345594141,low,178274.77115179316,9,24869.13085327548,8386.345304051332,5197.415283539433,13583.760587590765,0.5462097034163808,23963.953113905,0,0.42231968882506266,0,1
app,103.37576600633822,high,77433.71166846901,1,48734.796632124686,8070.029626484017,23563.897363428117,31633.926989912135,0.649103498444885,63068.6885156189,0,0.49205335375875864,1,1
web,162.84316430010946,mid,84649.30455539915,16,36241.36593279939,3082.509082333546,1235.2862452109953,4317.795327544542,0.11913997213986968,69270.93626369734,0,0.7693814091781621,1,0
app,55.4484118526532,mid,88918.74062537208,2,26144.053406081868,8096.035717348236,2198.1185113478473,10294.154228696083,0.3937474449276241,46332.70254849963,2,0.7022649486682836,1,0
whatsapp,239.02921064159256,mid,69232.24399048917,0,70174.36324938171,24021.982022858774,10480.056564853625,34502.0385877124,0.4916615839477017,106747.41067116163,0,0.8311083508753025,1,0
whatsapp,145.34545961734943,low,114010.86334503519,7,21450.469729098102,7081.740218869725,870.8962572100975,7952.636476079822,0.3707441644176151,20920.23696024622,1,0.5564036224038581,0,1
whatsapp,172.57428858436515,low,188563.4519206698,12,47367.93368054872,2225.67089561936,16613.56303990967,18839.23393552903,0.3977212530016951,77061.25667071299,1,0.9046961973818709,1,1
whatsapp,101.29815676144156,mid,140764.10538764275,10,10420.667338578483,460.0966872720604,1336.2346025177774,1796.3312897898377,0.17238159816690599,5457.4574884645035,1,0.5857027077885638,1,0
app,93.43340692135321,high,162286.2481370437,7,42676.9134390372,1176.439574059196,14360.282736562393,15536.722310621588,0.36405449829016734,70575.78907183817,0,0.6312988885823082,1,0
app,43.43489035960806,mid,125978.19463131689,19,66912.62997609144,6171.830021570745,8584.721270918291,14756.551292489035,0.22053461801997173,70623.33089264462,0,0.6171285367822043,0,0
web,204.71479446183906,mid,24895.961416865368,0,33711.63217215833,11888.437176742349,2029.5524630604389,13917.989639802789,0.4128542210215897,22614.40978873628,1,0.6914575113182198,1,0
app,182.6506213588104,mid,356627.7240187228,1,40381.71473820614,10134.629233601767,1330.7002417743154,11465.329475376082,0.28392378950982117,41779.34598268546,2,0.8552288643074635,1,0
web,207.64553572097572,high,207636.80188915643,17,85219.17131033554,13369.37187463713,10481.12646182629,23850.49833646342,0.2798724508785594,138024.15864037632,1,0.5752767532696728,1,0
whatsapp,70.58330144440986,mid,129892.23654399918,17,61617.005060616706,21372.8821830665,15635.962465158014,37008.84464822451,0.6006271257717974,85236.23387643162,0,0.8862847301701468,1,0
app,56.191113543780716,mid,52399.46799815297,8,11932.730660818312,3345.289325668307,3183.3682593534595,6528.657585021767,0.5471218424847989,5328.463375336722,0,0.27229431765227796,0,0
web,122.12156756412176,mid,158615.71521900772,6,27660.348364586094,7700.827959295793,11365.606594365325,19066.434553661118,0.6893056552415704,39959.65501618687,0,0.8996893645696235,1,1
whatsapp,50.015079700496514,mid,108683.67242158437,8,31466.53053663681,1239.1739101106089,19784.39932182406,21023.57323193467,0.668124921095343,53478.61358065753,0,0.7071960308012248,1,1
whatsapp,71.17141199472302,mid,122022.12271327102,9,42454.09394429185,9235.193635459296,7622.898295564482,16858.09193102378,0.39708990028488,20003.469950232222,1,0.9072666572282146,1,0
web,11.855636423447486,high,186234.19560727064,1,35175.22048999532,23343.59987806739,5134.471003675964,28478.070881743355,0.809606037575321,10937.118782503496,1,0.3565972540144317,0,0
whatsapp,87.49081137014477,low,136972.23531957515,4,27949.90847827845,9486.665826955621,3319.0461939189654,12805.712020874587,0.45816650994856295,8441.675138412435,0,0.8625680824956391,1,0
web,109.46736782859526,mid,231146.82531980172,16,27050.247772861454,14574.524435836047,8164.3532815261715,22738.87771736222,0.8406162453038719,6495.4389477985005,0,0.6309007835383179,1,1
whatsapp,175.17202209086702,high,82455.83318516772,1,17683.754110581067,11818.517114517319,2472.2953121172504,14290.81242663457,0.8081322742484679,4106.863198597161,0,0.6216671240869526,0,0
web,125.37070971888822,mid,36282.763467422476,19,21928.48884546634,7684.556469682101,8137.14615652349,15821.702626205592,0.7215135861711095,36157.17606879032,2,0.8829743517392438,1,0
whatsapp,140.30218475590075,low,105826.79292151453,9,55288.25638091748,27685.68836833553,12761.532583482212,40447.22095181774,0.7315698413990486,84578.98143493329,0,0.7405834080832296,1,0
whatsapp,228.73383764756753,low,84061.65978624689,0,21501.67787628914,3981.529880751323,3968.502122816828,7950.032003568151,0.36974007560289074,40741.72620644546,2,0.8172273994936682,1,0
app,37.053348750597635,mid,146380.02754563084,11,24315.46240378667,3286.6319631017873,644.6231959348117,3931.2551590365993,0.1616771704256951,20436.935310738536,0,0.8863475166240388,1,0
whatsapp,31.639473437417777,high,62706.255503775756,23,17518.382703647927,9069.010815030902,3297.7087486920514,12366.719563722954,0.7059281540383165,25857.160740002542,0,0.8555642703936295,0,0
app,83.16200928962454,mid,82515.24464782406,14,44005.26543456283,7721.046655069893,10620.698136164918,18341.74479123481,0.4168079571866131,41345.83608915789,0,0.6999721499188177,1,0
whatsapp,28.313746869571062,low,149774.74628796696,5,58691.91001284637,12000.087193272984,5245.4809036848765,17245.56809695786,0.2938321157580863,70932.10246233262,0,0.8523586165976197,0,0
whatsapp,91.71804765764801,mid,93530.98301138527,13,64957.45799245229,17601.632734302268,21124.45613430476,38726.088868607025,0.5961761753839996,64313.74870786209,0,0.40578561542436714,1,1
whatsapp,29.288328673992574,low,194496.66722708262,13,29892.614109826296,3820.059469539097,5587.947351395502,9408.0068209346,0.31472680128841596,28321.909468779944,0,0.7864953201340552,1,0
whatsapp,34.922488071060044,high,63546.10120069545,14,35161.277141840466,10879.16749152591,9596.22423949177,20475.39173101768,0.5823278730297544,22565.477401878175,0,0.6209530850303202,0,1
sms,15.859312555471355,high,49859.3763829276,0,36841.60689240968,11310.739572966431,1971.303812442617,13282.043385409048,0.3605174829696554,45898.594274207324,0,0.6584359685067748,1,1
whatsapp,86.54357926491095,low,159808.13399583683,16,29458.02187404241,6399.239066758185,4607.604085515217,11006.843152273403,0.37364501932060573,19747.845771125845,1,0.5715777400029277,1,0
app,22.494136013541876,mid,44397.67920136694,10,42826.236810310395,11204.588970677241,13893.151807165232,25097.740777842475,0.5860365665329765,19371.699882497374,0,0.9717430927822149,1,0
whatsapp,104.71483724069259,high,28425.8689205651,14,63942.01336065558,8621.40092906584,11051.447199199776,19672.848128265614,0.30766701100423266,99075.16280362624,2,0.7383751562293441,1,0
whatsapp,117.07414955687925,mid,49259.4838026525,19,59746.16983759323,13901.099080142629,7080.151122906706,20981.250203049334,0.3511731423132601,81400.94972545381,2,0.7821318929212357,1,0
sms,40.7191414869699,low,203082.94993480708,15,33394.92988473979,10411.578321687257,5737.856496970377,16149.434818657634,0.48358942134019306,24299.85679448074,0,0.47406146952389366,0,0
whatsapp,128.4657003521716,high,74740.80147933826,20,27797.576387712907,16645.228502650632,1829.5696191162463,18474.79812176688,0.6646190252015322,37103.01934154591,1,0.8842726764639404,1,0
sms,118.67823918717511,high,85476.23805002999,8,20411.531791302616,8264.61618379974,2526.1156547275846,10790.731838527325,0.5286586008760632,5054.891750481591,0,0.5408420939829084,1,0
whatsapp,150.64898461966646,high,166646.0893110043,11,15235.752576843879,3293.238811294229,440.73803806005634,3733.976849354285,0.24507990862423068,30152.24607258952,0,0.810982011813132,1,0
web,37.84033367994608,low,186393.05855562518,1,47681.41731177994,4060.943001885551,3741.4053393354784,7802.34834122103,0.16363499201802081,24437.80706333508,0,0.6776486061230329,1,0
app,36.532650774522075,low,169000.6894677888,14,36300.82087422543,8927.91393952111,5633.413168404972,14561.327107926081,0.4011294168354474,68786.00571714502,2,0.7147166260618061,0,0
web,112.80842641597339,mid,159543.4688576581,8,36469.11804335505,17342.974388093815,1921.4763338166024,19264.450721910416,0.5282401043811518,11776.795953750407,0,0.8192096261359181,1,1
app,82.31517099834917,mid,71550.27528410942,15,123385.78864265753,43808.651765749346,3399.4704315790505,47208.1221973284,0.3826058310009244,181965.71355900454,0,0.962202846869204,1,0
app,88.05338984394052,mid,116358.32536228982,16,80308.94277814863,36419.68111623501,6527.178309862134,42946.859426097144,0.5347705739912021,48171.25414880361,2,0.9005569514329668,0,0
whatsapp,179.12305514918694,high,44086.501242501035,19,37106.342657628906,14313.558081383766,7925.0925032254345,22238.6505846092,0.599322083283706,71892.45501682711,0,0.9109068429012829,1,0
whatsapp,134.54924503040263,low,88584.63950211594,22,40309.206922987,6513.051272193934,4465.336691836844,10978.387964030779,0.27235435281586173,30931.4520006531,2,0.8015203066786476,1,0
sms,118.7870253568739,high,32971.072861868015,3,20856.288415935218,2640.2523459069707,8165.736747542695,10805.989093449665,0.5181165928446484,5657.083488026598,1,0.774743589868314,0,0
whatsapp,109.6262421608934,mid,194628.7035707972,7,50151.21355199777,6301.5132691836125,23461.345786279082,29762.859055462694,0.5934623899899047,13056.52819259258,1,0.7637004421460946,1,0
app,142.58169375944985,mid,85522.87107509664,6,40721.5429110087,14640.777221242124,5271.596303627349,19912.373524869472,0.4889886802272009,70855.42046072835,1,0.4576479450582065,1,0
web,63.00273925503936,high,114230.80733170467,5,23357.689479248405,4985.607937215148,3181.614518023796,8167.222455238943,0.3496588334430476,7600.855745059332,2,0.7428376073962418,0,0
whatsapp,27.46366218060841,mid,78036.61717722373,4,41142.25300037078,19552.22478809428,24069.524543666903,43621.74933176118,1.0602664207856594,69545.55585761301,1,0.7449649048298518,0,0
sms,44.929976833791166,mid,208610.46890004212,9,61153.473725869844,19963.382849972706,19544.160262322435,39507.54311229514,0.646039230565936,28753.996720553176,0,0.5351693063610147,0,0
web,40.35957269034526,mid,41740.45923330473,2,102113.09509491955,28529.550675124054,5164.767255704194,33694.31793082825,0.3299705870193004,71194.43877525764,0,0.26973387644120367,0,0
app,5.0,high,52415.753472199394,23,17045.385169818306,5328.1569817918535,5002.061094409536,10330.218076201389,0.6060419270837458,33514.97900589567,2,0.40689460047429427,0,1
web,109.75743133820899,high,112751.6731612257,19,20491.244917325588,2318.1710948965947,2713.1948058722833,5031.365900768878,0.2455373463676089,30837.676471271476,0,0.7457848780551075,1,1
whatsapp,56.727171405588024,mid,116343.71247287333,23,34547.80411441998,3611.2325061999927,6250.82369817883,9862.056204378823,0.28546115902812125,15987.064205758374,0,0.5841939697479169,1,0
whatsapp,63.879348893422936,low,195829.82815228307,16,40747.04451925211,26216.017965179544,8189.962420754627,34405.98038593417,0.8443797775241854,27983.80903887729,0,0.9206122255681604,1,0
app,47.20448476499505,high,126871.76569159816,15,84164.79687916575,15056.046926869627,4246.8536838306745,19302.9006107003,0.22934648839482394,88909.46423093081,1,0.7557353520514208,0,0
whatsapp,71.42533161263324,low,115767.39989215379,10,67117.66410769604,18660.18729651428,7350.12954253479,26010.31683904907,0.38753310599894075,120349.74927178508,0,0.727061013646426,1,0
web,196.80153662231533,mid,67202.79545855442,12,12876.388944596381,9182.123031501485,500.1520416431033,9682.275073144589,0.751940246198278,19055.14683354856,1,0.7075759202167908,1,1
sms,15.58439159032308,low,209291.31641645363,17,29395.371125549016,10378.625956748483,7898.893234230035,18277.519190978517,0.621782222544984,42656.22052582439,0,0.825260760580117,0,0
app,220.882079383419,high,97374.05688362506,13,16994.288258775556,2997.107482273645,2242.1734919687306,5239.280974242376,0.3082965814432918,14410.79737039041,0,0.6903098655131744,1,1
whatsapp,85.86346950665929,mid,70079.98633383971,1,18909.429991191737,7162.9404265885505,2300.6057555336592,9463.546182122209,0.5004670255280278,26050.29365100054,2,0.7966016600481981,1,0
sms,49.75481993310801,high,63783.41565375487,11,48622.08327674686,19343.1982548559,3362.1891522460896,22705.38740710199,0.4669768524287125,24855.112032985042,0,0.8258880952347564,0,0
app,54.67579836838986,mid,114852.82896670238,21,38949.7943915925,7592.630332239759,2977.761150372192,10570.39148261195,0.2713850393236895,47700.08287869902,0,0.7893752739076931,1,0
app,34.38934868049242,low,40166.945610640774,20,83274.15748192428,45193.03085091121,31056.904633996142,76249.93548490736,0.915649437839805,100626.24349546038,0,0.49164766711827096,1,0
app,10.446911264297757,high,42367.34933555097,9,17963.216025825503,4127.59117348955,4403.422863017684,8531.014036507233,0.4749157402684628,25832.191950031694,0,0.5205246543489392,0,0
sms,29.4605430517548,mid,42302.5296042918,6,35858.157805997216,3595.23290009888,9980.525020192952,13575.757920291831,0.37859607829661873,22835.870947468888,1,0.3851250181677495,1,0
app,71.63450585351718,high,274020.7274566588,1,27711.414900270465,7006.553065841901,2555.978969899138,9562.532035741038,0.3450755607447423,11367.575424085288,1,0.7819082965994129,1,1
web,59.82914768399631,mid,236898.02517918372,17,79765.69403039115,6035.787384322581,3134.6916679314527,9170.479052254033,0.1149677084080787,154836.0794255543,0,0.6854738448645993,1,0
web,100.19867387264865,high,60118.5651278241,16,23180.10150798817,10792.30304811206,4442.537338641645,15234.840386753705,0.657237863324437,11028.049052034492,1,0.4365074830084675,1,1
whatsapp,47.56743316736233,high,128735.62601718983,15,40464.179327102145,20746.771717486303,5258.500259730645,26005.271977216948,0.6426739009581026,32648.10653642501,2,0.7431297219690116,1,1
app,42.45930186409262,mid,162791.15461974434,1,18112.745346964242,1355.8453290936816,2469.343047938344,3825.1883770320255,0.21118766392158989,32023.207627361488,1,0.2524290318275433,1,0
web,270.9435725135119,low,138975.94445131003,10,74897.4299821916,26490.109667835215,18317.20784157339,44807.317509408604,0.5982490656897367,95105.32141395862,1,0.6330370625760288,1,0
app,35.164670594022795,high,49097.845308274744,18,90996.92143868144,24374.591978541812,15715.1637945721,40089.75577311391,0.4405616710904722,53462.12272506427,2,0.7144176403912428,0,0
web,37.098590110104254,high,66019.82379602012,21,25626.41563584871,3749.782523589567,4778.361217880587,8528.143741470154,0.33278722481735457,27256.414294709488,0,0.7554264712334204,1,0
sms,140.98099746972918,high,127483.8771713262,6,24133.138962897396,13943.969726133242,10438.130012440915,24382.099738574158,1.0103161373271632,41353.646527073906,0,0.8440249944890976,0,0
app,118.4815318671821,low,41352.50080799045,21,41436.26172576061,3879.778764492366,8573.73555997878,12453.514324471147,0.300546280137257,82069.78210275435,2,0.6738718746911901,1,0
web,52.60373154184641,mid,201390.46358489757,16,24127.431559576526,2472.935545519918,13169.542392783185,15642.477938303104,0.6483275229556864,32754.860632408378,0,0.6808799529785612,0,0
web,125.27718200731242,mid,48126.546860471826,14,64425.42663839775,10312.68876841734,8400.535339092396,18713.224107509734,0.29046333231973653,42288.99376839292,1,0.9302705226544752,0,0
web,78.14612239534542,mid,119541.82103019147,8,45620.92328462206,8599.328785585523,4600.325057640637,13199.65384322616,0.2893333342000886,75846.74252459609,0,0.8318903097173695,1,0
app,47.985600769944725,high,176709.66300871572,11,68428.09495015958,13368.354457893358,7041.311039064049,20409.66549695741,0.2982644118884653,113297.44544364723,1,0.7125222817329625,0,0
whatsapp,113.02686033959893,mid,188906.89618401052,7,21153.39253846108,11181.596568955849,4159.765927625151,15341.362496581,0.7252435971529081,38088.06347664511,1,0.5452037935965508,1,1
app,72.56821839080273,high,190509.7414104439,1,18253.81071233073,8883.209265469837,9252.363477969442,18135.57274343928,0.9935225597134313,8127.653713508963,1,0.7516018306238013,1,1
web,11.20308083236182,mid,67927.18006309145,16,43594.404318628316,12389.508824555534,6834.309338127151,19223.818162682684,0.44096985526346916,37368.44848198599,1,0.5627147378341567,0,0
app,113.113988995161,mid,73231.73348584362,15,84529.17042086984,22526.727302694657,24877.564737106473,47404.292039801134,0.5608039426363192,52442.84676841644,1,0.7778702207514877,1,0
web,64.85949173729439,mid,134118.25083415658,22,22745.38895367656,3221.308235246421,7914.781064172807,11136.089299419229,0.48959766404078986,13403.641816700672,2,0.8615492637372458,0,1
app,186.6511144182016,high,159585.7826449489,15,45731.00212401451,2739.475795619146,1623.8542525199305,4363.330048139076,0.09541295500821272,39221.12280971661,0,0.7549838606804455,1,1
app,129.2177764472546,high,155354.03392906804,2,26074.453592253834,16584.390505315252,221.63314299170193,16806.023648306953,0.644539820895793,7445.964592494378,0,0.5574917547177565,1,1
whatsapp,82.66746434922527,low,166151.74369995046,18,61656.208691202846,8765.705817008578,9622.87937901332,18388.5851960219,0.29824385226342337,106445.15107830561,0,0.6766351022604318,1,0
web,53.79894826906036,mid,144366.00221159938,15,23339.773069820534,8147.477454316581,7848.597211528592,15996.074665845174,0.6853569063415136,40454.13878801355,0,0.748655741820612,1,1
app,71.09971750596955,high,129541.21346977638,10,41669.27452679611,10349.237855442101,8549.308116896027,18898.54597233813,0.4535367170883935,79089.57930992916,0,0.7199281261454082,0,1
whatsapp,33.65144690801334,high,71729.2419003091,8,63597.02165218726,8726.88765834172,11430.266060878645,20157.153719220365,0.31695122185847063,20767.04431177997,0,0.6568203913680185,1,0
whatsapp,82.6533048164727,low,131749.54128362844,13,18542.918969198163,3550.6052998121754,988.2229600757038,4538.8282598878795,0.24477420558367186,22777.63464384342,1,0.8095315103120964,1,0
web,195.97822196902655,low,257163.8618447462,1,49076.24147638625,6621.1860522046345,28934.67721899151,35555.86327119615,0.7245025739859148,10386.464413084801,1,0.680977452640948,0,0
app,238.6301876057408,low,90502.32801170669,12,30370.193778857694,13301.839960220459,4554.623687226272,17856.46364744673,0.5879601486072032,38313.74284100008,2,0.8887747263094611,1,0
whatsapp,159.46325452362575,high,85201.05048063358,4,55475.04904277069,25431.76466452578,10676.794336984218,36108.55900151,0.650897288502993,20827.578404363892,0,0.44415190365951857,1,0
sms,79.24242618060227,mid,151971.2271573531,19,43672.96511879613,28886.10161109529,10793.19670335419,39679.29831444948,0.9085551715235419,39095.9739215744,1,0.6584927316538641,1,1
web,19.133533184302475,high,48094.547475353196,13,29471.064601601018,9419.54576002871,5376.936163183206,14796.481923211915,0.5020681174309561,23073.05248156126,0,0.9154391505090116,0,0
sms,67.88157553353298,mid,118721.88622220288,0,34652.36683645103,5363.6916784689565,3918.8299997905706,9282.521678259527,0.2678755457620051,27566.739785590195,1,0.8010272889588261,0,0
app,135.02290780698902,high,196628.13900131546,5,14491.00614392682,10100.211739961724,631.524216393495,10731.735956355218,0.7405790771024473,7900.798128683875,0,0.53320551200487,1,0
app,124.9174839216446,high,119333.758275904,21,56106.18567567616,8093.028254770991,3476.7275347386085,11569.7557895096,0.20621176881260458,21792.241610429075,0,0.7678978404555391,1,0
web,63.08526136122648,high,118905.44770398189,10,93892.63616343056,20292.17688210404,18113.709935038292,38405.88681714233,0.4090404571269319,21520.402013880233,0,0.8433734008049172,1,0
app,59.27746823910282,mid,23208.03522121261,16,27674.108971390437,10033.442611396089,5105.959466847294,15139.402078243384,0.5470601454194798,42942.249657656845,1,0.7419314637207439,1,0
web,94.69254698228491,mid,91835.02115970218,22,35634.83523234983,4913.519322311462,503.69128695725345,5417.210609268715,0.1520200829875282,65889.7997318309,0,0.5096490398782313,1,0
whatsapp,74.38441791332453,mid,57036.96307293215,21,79714.68044639891,32372.840323614615,4214.844585806927,36587.68490942154,0.45898302175373495,144331.7794790684,2,0.8113970706660205,1,0
app,67.60668471000734,low,45616.92730585089,13,14806.087631525666,2962.681437349818,1106.2224599669707,4068.903897316789,0.2748129011916105,19840.400325461098,0,0.7592911970590385,0,0
whatsapp,65.15448065471942,mid,102013.46820842125,13,46715.29434772899,3000.9057986307876,3389.020035641026,6389.925834271813,0.13678444979299273,19529.857838987336,0,0.7234978671986401,1,0
whatsapp,174.390016116308,mid,159390.4906765174,19,83855.78588484105,19465.70818779544,20628.391830964203,40094.100018759644,0.4781315874115207,102493.95146163642,1,0.6880126645591306,1,0
whatsapp,29.812369505450548,low,97443.86854880965,6,26504.869987347884,16074.284714205021,4245.233714019931,20319.518428224954,0.7666333937093255,9980.603030787943,2,0.8368656991806025,1,1
whatsapp,56.6174113538344,mid,179666.16380027047,18,27694.969770049833,1745.028997000188,5019.886455044689,6764.9154520448765,0.24426513219597942,31104.085124020206,1,0.42902327254651,0,0
sms,59.15486202765997,high,157799.90442787576,21,70560.98373958126,12236.70664506557,12593.997758999505,24830.704404065073,0.3519041698129877,123038.74280190455,1,0.7442035008265957,0,0
whatsapp,80.81974014856965,low,74480.71257576837,5,21044.33851744486,3107.1172433395113,8580.406390709302,11687.523634048814,0.5553761466230148,11753.89021929738,0,0.7499727488307104,1,0
web,72.65400007713278,high,81004.38934070969,12,55880.51454924091,25127.787212281317,15608.31899723527,40736.10620951658,0.7289858824335029,105024.06225351841,0,0.9360122179712239,1,0
web,69.10647358195673,mid,28713.618554493038,9,43815.92787438158,16535.65745896671,13504.752106163347,30040.40956513006,0.6856047794138845,39222.54258263469,0,0.4866932399060788,0,1
app,31.510401615380395,mid,306670.1237295397,21,64065.99839533892,9630.772043183,10140.602601626651,19771.37464480965,0.30860948303348545,37971.42606046795,0,0.9341961027194524,0,0
whatsapp,72.57920491047385,mid,59993.006160124925,18,34072.700892150926,9870.832896868722,122.5432356682894,9993.37613253701,0.2932956845472473,37575.23557226022,1,0.8717982360168095,1,0
web,111.07802247436811,mid,121421.29245954547,9,78267.9845720222,16679.5545261553,1309.130935354497,17988.6854615098,0.22983453017059116,138117.75909801293,0,0.6639290730288784,1,0
app,82.8460311241125,high,100266.22654253835,4,29957.10058500813,5879.308840008754,5295.28838939918,11174.597229407933,0.37301998561904215,20581.16346056015,0,0.777282328073963,1,0
web,29.31883944058184,mid,249483.60460158382,12,17382.637219522407,4898.912123753334,2858.057320546988,7756.969444300322,0.44624813521325085,8868.278297087601,2,0.5656085259241792,0,0
web,77.12659585763812,low,131294.75393770463,16,16806.89132362222,3551.80233613435,836.3358939629779,4388.138230097327,0.2610916049614579,22710.63146530471,1,0.8023533903534925,0,0
sms,73.57717076511223,high,108529.09943632834,21,21039.533240004665,10784.892053106165,5506.649918267771,16291.541971373936,0.7743300093937979,30423.62910784486,3,0.7188204387518076,1,1
